0	0	0.001417233560090703	0.08475056689342404	0.005385487528344671	0.05994897959183674	0.004393424036281179	0.001417233560090703	0.006377551020408163	0.02522675736961451	0.0034013605442176874	0.035147392290249435	0.0778061224489796	0.006377551020408163	0.016298185941043083	0.028202947845804988	0.0024092970521541954	0.016298185941043083	0.022250566893424036	0.0034013605442176874	0.21669501133786848	0.017290249433106575	0.008361678004535147	0.016298185941043083	0.03713151927437642	0.012329931972789115	0.012329931972789115	0.04209183673469388	0.010345804988662131	0.0034013605442176874	0.005385487528344671	0.05895691609977324	0.005385487528344671	0.00935374149659864	0.035147392290249435	0.09467120181405896	0.0143140589569161
1	1	0.1893221574344023	0.027332361516034985	0.10131195335276968	0.057944606413994175	0.0030976676384839655	0.005648688046647231	0.027332361516034985	0.013301749271137026	0.03626093294460641	0.018403790087463557	0.05284256559766764	0.032434402332361514	0.07325072886297376	0.017128279883381923	0.009475218658892129	0.005648688046647231	0.006924198250728863	0.004373177842565598	0.006924198250728863	0.037536443148688044	0.012026239067055394	0.0030976676384839655	0.05029154518950438	0.0018221574344023325	0.02988338192419825	0.004373177842565598	0.004373177842565598	0.008199708454810497	0.02095481049562682	0.02095481049562682	0.03626093294460641	0.008199708454810497	0.027332361516034985	0.017128279883381923	0.028607871720116616
2	2	0.0029379360998898277	0.05178112376055821	0.07320357448892154	0.07406047251805607	0.005508630187293427	0.0029379360998898277	0.05520871587709634	0.061207002081038075	0.02950177500306035	0.007222426245562493	0.08434324886767046	0.0046517321581588935	0.007222426245562493	0.005508630187293427	0.011506916391235158	0.0046517321581588935	0.014077610478638754	0.0037948341290243606	0.0020810380707552948	0.06035010405190354	0.017505202595176888	0.0020810380707552948	0.008079324274697026	0.09633982127555392	0.006365528216427959	0.012363814420369691	0.0029379360998898277	0.008936222303831558	0.0046517321581588935	0.0037948341290243606	0.20602276900477415	0.009793120332966091	0.009793120332966091	0.026074182886522218	0.023503488799118618
3	3	0.10402116402116401	0.0032804232804232807	0.08105820105820107	0.037354497354497355	0.029206349206349208	0.006984126984126984	0.01513227513227513	0.029206349206349208	0.04698412698412698	0.0025396825396825397	0.016613756613756612	0.009947089947089947	0.0380952380952381	0.025502645502645502	0.010687830687830689	0.001798941798941799	0.004761904761904762	0.004021164021164022	0.011428571428571429	0.001798941798941799	0.0032804232804232807	0.0032804232804232807	0.02328042328042328	0.0010582010582010583	0.21587301587301588	0.017354497354497355	0.024761904761904763	0.0010582010582010583	0.035873015873015876	0.0032804232804232807	0.0025396825396825397	0.11216931216931215	0.014391534391534391	0.0417989417989418	0.019576719576719574
4	4	0.003102779573367809	0.001292824822236587	0.030252100840336138	0.0021978021978021982	0.017582417582417582	0.0021978021978021982	0.011247575953458306	0.00400775694893342	0.5506140917905624	0.0021978021978021982	0.018487394957983194	0.003102779573367809	0.008532643826761475	0.0067226890756302525	0.012152553329023917	0.005817711700064641	0.020297349709114412	0.001292824822236587	0.04292178409825469	0.0021978021978021982	0.00491273432449903	0.0067226890756302525	0.018487394957983194	0.052876535229476405	0.0021978021978021982	0.00491273432449903	0.007627666451195864	0.005817711700064641	0.0021978021978021982	0.00400775694893342	0.04292178409825469	0.031157078215901746	0.0438267614738203	0.014867485455720749	0.011247575953458306
5	5	0.009966777408637873	0.00675907893229465	0.01638217436132432	0.04525146064841334	0.005957154313208844	0.009966777408637873	0.0019475312177798145	0.07732844541184557	0.013976400504066903	0.03242066674304044	0.04444953602932753	0.02039179745675335	0.015580249742238515	0.021193722075839156	0.01878794821858174	0.009164852789552067	0.1495016611295681	0.0035513804559514266	0.00675907893229465	0.010768702027723679	0.005957154313208844	0.0043533050750372325	0.08374384236453201	0.019589872837667544	0.02440142055218238	0.16874785198762743	0.0043533050750372325	0.0011456065986940084	0.017986023599495932	0.019589872837667544	0.017986023599495932	0.038034139076641084	0.03081681750486883	0.030014892885783025	0.013174475884981097
6	6	0.005907041815638116	0.013524016788434633	0.003730763251981968	0.12124980568941396	0.002642623970153894	0.01787657391574693	0.008083320379294264	0.09404632364371211	0.002642623970153894	0.002642623970153894	0.059225866625213744	0.002642623970153894	0.03637494170682419	0.05160889165241723	0.028757966734027668	0.005907041815638116	0.014612156070262708	0.002642623970153894	0.03311052386133997	0.15824654127156845	0.003730763251981968	0.011347738224778487	0.014612156070262708	0.003730763251981968	0.01787657391574693	0.11254469143478937	0.014612156070262708	0.002642623970153894	0.003730763251981968	0.002642623970153894	0.004818902533810042	0.00155448468832582	0.12016166640758588	0.009171459661122339	0.011347738224778487
7	7	0.004592700024172105	0.0029006526468455403	0.03335750543872371	0.017283055354121342	0.004592700024172105	0.010514865844815084	0.30239303843364757	0.001208605269518975	0.0029006526468455403	0.001208605269518975	0.08073483200386754	0.003746676335508823	0.015591007976794777	0.0020546289581822577	0.0096688421561518	0.007976794778825236	0.050277979211989364	0.008822818467488518	0.007976794778825236	0.03758762388204013	0.01643703166545806	0.003746676335508823	0.004592700024172105	0.01643703166545806	0.1653372008701958	0.003746676335508823	0.008822818467488518	0.010514865844815084	0.015591007976794777	0.09004109257916365	0.003746676335508823	0.013898960599468213	0.007976794778825236	0.02320522117476432	0.010514865844815084
8	8	0.007435781883731411	0.026363226678684095	0.0027039206849932404	0.0027039206849932404	0.023997296079315007	0.009801712483100496	0.05396575033799009	0.007435781883731411	0.008224425416854439	0.01611086074808472	0.06421811626858946	0.0027039206849932404	0.12730959891843172	0.0034925642181162686	0.006647138350608382	0.046867958539882834	0.04371338440739072	0.08393420459666516	0.02242000901306895	0.0878774222622803	0.0034925642181162686	0.0034925642181162686	0.011378999549346553	0.005858494817485354	0.0027039206849932404	0.10049571879224876	0.06421811626858946	0.01611086074808472	0.007435781883731411	0.010590356016223525	0.005858494817485354	0.005858494817485354	0.014533573681838665	0.08945470932852637	0.010590356016223525
9	9	0.008287680854052536	0.007304396684927658	0.09285011939879197	0.05843517347942127	0.022053659221800814	0.006321112515802782	0.0014046916701783959	0.007304396684927658	0.0053378283466779045	0.006321112515802782	0.08400056187666807	0.02991993257479983	0.0613850259867959	0.0053378283466779045	0.0053378283466779045	0.009270965023177412	0.0486023317881725	0.008287680854052536	0.03286978508217447	0.1125158027812895	0.01615395420705155	0.004354544177553027	0.06040174181767102	0.0014046916701783959	0.0023879758393032732	0.15873015873015872	0.02008709088355106	0.008287680854052536	0.006321112515802782	0.011237533361427167	0.0014046916701783959	0.019103806714426182	0.052535468464672004	0.018120522545301304	0.006321112515802782
