0	0	9.935848283155686E-5	9.92548334952159E-5	4.9283549678880255E-5	1.5070360861320527E-4	1.985699164353836E-4	9.801944483440206E-5	0.9983642733207122	4.926946386259363E-5	9.902440796398735E-5	4.9164988148782396E-5	9.930416424169824E-5	1.0060021386039695E-4	9.799894649016361E-5	4.9121246590007446E-5	1.497052924805566E-4	4.923520634179497E-5	4.937639191351706E-5	4.917405172784141E-5	4.9241153584598705E-5	4.932131619318495E-5
1	1	6.279286196168296E-5	6.272735735368374E-5	3.1146360570078985E-5	9.52421033724858E-5	0.9990290542451052	6.194661284715759E-5	6.268725843521209E-5	3.113745857507567E-5	6.258173235858984E-5	3.1071431710647605E-5	6.275853354182647E-5	6.357761473633714E-5	6.193365824415312E-5	3.1043787793551965E-5	9.461118464944326E-5	3.111580840778893E-5	3.120503527461978E-5	3.107715973761131E-5	3.1119566963533594E-5	3.117022836125218E-5
2	2	3.476647203513086E-5	3.473020415290618E-5	1.7244779739718224E-5	5.273261673416204E-5	0.17472067414993944	3.429792998662774E-5	3.47080026178251E-5	1.7239850979494993E-5	3.464957608211308E-5	1.7203293939984574E-5	0.8247764905810916	3.520096545591418E-5	3.429075742227869E-5	1.7187988355231424E-5	5.2383296485715905E-5	1.7227863949249584E-5	1.7277266114934434E-5	1.720646537194401E-5	1.7229944945705346E-5	1.725799459994978E-5
3	3	1.153517662136063E-4	1.1523143291469646E-4	5.721649866949533E-5	1.749616835209569E-4	2.305328133536558E-4	1.1379718935617991E-4	1.1515777038484104E-4	5.7200145523383214E-5	1.1496391683302498E-4	5.707885282877772E-5	1.1528870420722436E-4	0.9981026134344301	1.1377339148663747E-4	5.702807039009877E-5	1.7380267297793372E-4	5.71603737251672E-5	5.7324285296659603E-5	5.708937533096253E-5	5.7167278268613945E-5	5.7260344287953125E-5
4	4	8.518552669976481E-5	8.509666238685804E-5	4.225351492279481E-5	1.2920654492113232E-4	1.70244979957605E-4	8.403749531071868E-5	8.504226372778461E-5	4.22414383728599E-5	8.489910582516965E-5	4.2151865560808896E-5	0.9985976976750506	8.625013143905527E-5	8.401992094564522E-5	4.2114363501430335E-5	1.2835063324505806E-4	4.2212067504168096E-5	4.233311370925099E-5	4.215963626879401E-5	4.2217166404596224E-5	4.228589424583775E-5
5	5	2.672723581513221E-5	2.6699354348190292E-5	1.3257177611168806E-5	4.0538973329786436E-5	5.3414915678180904E-5	2.6367037236254434E-5	2.668228659213583E-5	0.999546563853054	2.6637370334994224E-5	1.322528479353289E-5	2.671262422164846E-5	2.7061259011551584E-5	2.636152322210418E-5	1.3213518400538727E-5	4.0270428260105905E-5	1.3244173348889968E-5	1.3282151989078223E-5	1.3227722878414378E-5	1.3245773145468333E-5	1.326733672899117E-5
6	6	1.3748154576018453E-4	1.3733812699440756E-4	6.819325735768318E-5	2.0852738964328117E-4	2.747596206686105E-4	1.356287294888999E-4	1.3725033259990842E-4	6.817376692524912E-5	1.3701928901185083E-4	6.802920470751158E-5	1.374063855576084E-4	1.3919971915009766E-4	1.3560036609232704E-4	6.796867985907428E-5	0.9978065536439835	6.812636506504463E-5	6.832172242242593E-5	6.804174591007067E-5	6.813459421780912E-5	6.824551458441023E-5
7	7	0.9996268409636464	2.264536153883346E-5	1.1244226211402557E-5	3.4383592033504184E-5	4.530446921390434E-5	2.2363502994720815E-5	2.2630885327106783E-5	1.1241012479726753E-5	2.2592789091944012E-5	1.1217175954814371E-5	2.265661653317212E-5	2.295231510173719E-5	2.235882622080582E-5	1.1207196154558308E-5	3.4155822473496116E-5	1.1233196498211381E-5	1.12654085145246E-5	1.1219243844280299E-5	1.1234553383903567E-5	1.1252842782912221E-5
8	8	2.74304597991662E-4	2.7401844739106046E-4	1.3605989037881856E-4	4.160559984256183E-4	5.482032288414356E-4	2.7060783985851094E-4	2.738432791097042E-4	1.360210028670151E-4	2.733822985599856E-4	1.3573257083926898E-4	2.74154637580331E-4	2.777327152592857E-4	2.705512489171481E-4	1.3561181103745483E-4	0.9956236132087655	1.359264261866646E-4	1.3631620520089438E-4	1.3575759317595627E-4	1.359428450771302E-4	1.3616415453652976E-4
9	9	4.068836491884091E-5	4.0645919403365535E-5	2.0182142447058575E-5	6.171474490241259E-5	8.131651160096559E-5	4.014001449001246E-5	4.0619936204373565E-5	2.0176374154136657E-5	4.055155767566947E-5	2.0133590228219488E-5	4.066612087341007E-5	4.1196867099959634E-5	4.01316201980825E-5	2.0115677590517766E-5	0.9993508383596502	2.0162345331757857E-5	2.0220162338416892E-5	2.013730186110391E-5	2.016478079150486E-5	2.0197608239932518E-5
10	10	7.01712059083524E-5	7.009800431835856E-5	3.480614854268737E-5	1.0643332758066507E-4	0.998914965294397	6.922552006110822E-5	7.005319366031762E-5	3.479620053737502E-5	6.993526796271399E-5	3.4722415324302684E-5	7.013284379930045E-5	7.104816941689597E-5	6.921104325456543E-5	3.469152316653138E-5	1.0572827407230501E-4	3.477200641245115E-5	3.487171769569804E-5	3.472881641109761E-5	3.477620660942955E-5	3.483282086875548E-5
11	11	1.564254637307555E-5	1.5626228294296098E-5	7.758977284190254E-6	2.3726088796246902E-5	3.126194198641383E-5	1.543173433801948E-5	1.5616239114441776E-5	7.756759677518062E-6	1.5589951149606866E-5	7.740311497638715E-6	1.5633994702029767E-5	1.583803884284733E-5	1.542850717219344E-5	7.733425026125984E-6	2.3568918457540937E-5	7.751366329688585E-6	7.773593942167492E-6	7.741738426187705E-6	7.752302636470837E-6	0.9997346273359533
12	12	2.5479858423407343E-4	2.545327820257079E-4	1.2638456552820885E-4	3.8646993210140725E-4	5.092200699661311E-4	2.513647054530429E-4	2.543700700973659E-4	1.2634844333767886E-4	0.9958048535415758	1.2608052193623117E-4	2.546592876244721E-4	2.5798292541090434E-4	2.5131213873762757E-4	1.2596834945804484E-4	3.839098131264813E-4	1.2626059207878165E-4	1.266226536035138E-4	1.261037649150541E-4	1.2627584340914926E-4	1.264814153804012E-4
13	13	8.390156603105537E-6	8.38140411274009E-6	4.161664791759561E-6	1.2725907651604429E-5	1.6767895886482947E-5	8.277083836961515E-6	8.3760462393277E-6	4.160475339171726E-6	8.361946224120365E-6	4.151653066778703E-6	8.385569762984938E-6	0.05386477241263898	8.275352889453422E-6	4.147959385899859E-6	1.2641606558696951E-5	4.157582521607047E-6	0.9460013899254185	4.152418425161023E-6	4.15808472632131E-6	4.164853920260113E-6
14	14	3.850228909672829E-5	0.9993661660610313	1.909781050769579E-5	5.839897854099411E-5	7.694759531976361E-5	3.7983400053652205E-5	3.843753687205191E-5	1.9092352129554583E-5	3.8372832136793436E-5	1.9051866868285383E-5	3.848124016370856E-5	3.8983470830690864E-5	3.797545676432872E-5	1.903491662817E-5	5.8012122227836325E-5	1.9079077037867006E-5	1.9133787693100607E-5	1.9055379085171514E-5	1.9081381646947503E-5	1.91124453653395E-5
15	15	5.342953662463505E-5	5.337379970258948E-5	2.6501987022324318E-5	8.104012608077532E-5	1.0677999824857842E-4	5.270947551186575E-5	5.3339680113735626E-5	2.6494412443730462E-5	5.324988950379046E-5	2.6438231141255004E-5	5.3400327069461294E-5	5.409727139264508E-5	0.9991197547766775	2.6414709332648616E-5	8.050328647883872E-5	2.6475990630010897E-5	2.6551912478455222E-5	2.6443105036422113E-5	2.6479188730647526E-5	2.6522295780084322E-5
16	16	3.6915589266155085E-5	3.687707945582959E-5	1.8310779569853318E-5	5.5992325546314964E-5	7.377654395317724E-5	3.6418083916777494E-5	3.6853505515128815E-5	1.8305546134381108E-5	3.6791467296456244E-5	1.8266729292281355E-5	3.6895407770870616E-5	3.7376941244701425E-5	0.03094430973443727	1.8250477580584678E-5	5.562141178776741E-5	0.9684658031672789	1.8345274116294958E-5	1.827009676883986E-5	1.8295027751202463E-5	1.8324811317222588E-5
17	17	5.773402646574446E-5	5.767379916197604E-5	2.863708946029325E-5	8.756903165387893E-5	1.1538260734331575E-4	5.695595444850731E-5	0.9990495317088041	2.8628904644391194E-5	5.7539906278960846E-5	2.856819715918904E-5	5.770246367598452E-5	5.845555652577896E-5	5.6944043518357804E-5	2.8542780342828755E-5	8.698894218007696E-5	2.8608998698204455E-5	2.8691037104006235E-5	2.8573463714176143E-5	2.8612454450180978E-5	2.8659034370020608E-5
