18	18	9.172776416412668E-5	9.16320750834493E-5	4.54985794195275E-5	0.9985374530110188	1.8331977246224834E-4	9.049156411246075E-5	9.15734986143747E-5	4.5485575392115074E-5	9.141934620330165E-5	4.538912339965055E-5	9.167761723496387E-5	9.287413041009504E-5	9.047264003841617E-5	4.534874118694827E-5	1.3820794532519464E-4	4.545394884449563E-5	4.558429138251784E-5	4.5397490897006746E-5	4.545943933981905E-5	4.553344547040426E-5
19	19	5.11417441564416E-5	5.108839382650428E-5	2.536720184296196E-5	7.757007932795431E-5	0.014375164998064734	5.045251524800164E-5	5.105573519994449E-5	2.5359951599276312E-5	0.9848850165099894	2.5306175916777677E-5	5.1113785321460216E-5	5.178088727515965E-5	5.044196435142191E-5	2.5283661285473725E-5	7.705622659200098E-5	2.534231858683298E-5	2.5414989547397393E-5	2.531084111725345E-5	2.5345379748409095E-5	2.5386641002631153E-5
20	20	1.1918882282953152E-4	0.9980378849458719	5.9119746031597414E-5	1.807816020824493E-4	2.3820124779295578E-4	1.175825345886426E-4	1.1898837393114572E-4	5.9102848915076E-5	1.18788072042404E-4	5.8977521545046145E-5	1.1912366313104876E-4	1.2067838321109713E-4	1.1755794510770337E-4	5.892504988132364E-5	1.79584038258293E-4	5.906175414932788E-5	5.9231118068889724E-5	5.89883940673299E-5	5.9068888365236365E-5	5.916505012898367E-5
21	21	7.15728760998878E-5	7.149821230776505E-5	3.550140153517772E-5	1.0855933383529014E-4	1.430398252989517E-4	7.060830017308065E-5	7.145250655660399E-5	3.5491254818409133E-5	7.133222529259663E-5	3.541599574533396E-5	7.153374770751428E-5	7.24673569589326E-5	7.059353419225423E-5	3.5384486516555536E-5	1.0784019687954859E-4	3.546657741571802E-5	3.556828043235011E-5	0.9987856744200813	3.547086151165223E-5	3.552860664109341E-5
22	22	3.580881404868678E-5	3.577145881030623E-5	1.7761799655315727E-5	5.431360608077213E-5	7.15646315307823E-5	3.532622452761357E-5	3.5748591645627846E-5	1.7756723124739203E-5	3.5688413409806084E-5	1.771907005977833E-5	3.578923761969751E-5	3.625633412189081E-5	3.5318836920876605E-5	1.7703305594583875E-5	5.395381277740189E-5	1.7744376708438462E-5	1.779526001241085E-5	1.7722336575207013E-5	0.9993924817560625	1.7775410713470637E-5
23	23	1.2328993435851586E-4	1.231613200770816E-4	6.11539692606294E-5	1.8700203026462023E-4	2.463974012606289E-4	1.2162837610935608E-4	1.2308258830930145E-4	6.113649073926039E-5	1.2287539432811602E-4	6.1006851039349884E-5	1.2322253261095226E-4	1.2483074831494642E-4	1.2160294054065983E-4	0.9979081627158103	1.857632600362949E-4	6.109398196325872E-5	6.126917344539413E-5	6.101809766908289E-5	6.110136165700997E-5	6.120083220515996E-5
24	24	0.9982160345515397	1.0826092528252333E-4	5.375539408566892E-5	1.6437801099799596E-4	2.1658756686750318E-4	1.0691344108660566E-4	1.081917187002646E-4	5.374003016382401E-5	1.0800959161603017E-4	5.362607463089472E-5	1.0831473215591166E-4	1.0972838150669261E-4	1.0689108278287507E-4	5.357836409167443E-5	1.6328911059446824E-4	5.370266421630341E-5	5.385666055172532E-5	5.3635960612471096E-5	5.3709151094434575E-5	5.3796587422450036E-5
25	25	7.15728760998878E-5	7.149821230776505E-5	3.550140153517772E-5	0.9988588112292227	1.430398252989517E-4	7.060830017308065E-5	7.145250655660399E-5	3.5491254818409133E-5	7.133222529259663E-5	3.541599574533396E-5	7.153374770751428E-5	7.24673569589326E-5	7.059353419225423E-5	3.5384486516555536E-5	1.0784019687954859E-4	3.546657741571802E-5	3.556828043235011E-5	3.5422524693869855E-5	3.547086151165223E-5	3.552860664109341E-5
26	26	2.3107587514081734E-5	2.3083482012044877E-5	0.9996079756259078	3.50488123960316E-5	4.6180976107227735E-5	2.2796170342420697E-5	2.3068725728625764E-5	1.145849267753891E-5	2.302989244448506E-5	1.1434194986680628E-5	2.3094954757088784E-5	2.3396374214523986E-5	2.279140308682374E-5	1.1424022106936598E-5	3.48166361716723E-5	1.1450525480000149E-5	1.1483360703136806E-5	1.1436302883664644E-5	1.1451908617399579E-5	1.1470551861946742E-5
27	27	3.9537609593419686E-4	3.949636452930359E-4	1.9611347627810185E-4	0.9936959531948363	7.901670405263727E-4	3.9004767705606093E-4	3.947111619160848E-4	1.9605742474739467E-4	3.9404671556198147E-4	1.9564168571163814E-4	3.9515994657902443E-4	4.003173022850976E-4	3.899661082248233E-4	1.9546762541758315E-4	5.957205906816692E-4	1.959211041792483E-4	1.9648292234070665E-4	1.9567775231009476E-4	1.9594476997580944E-4	1.9626376014473604E-4
28	28	2.6529348001457864E-5	2.6501672968229238E-5	1.3159021785736185E-5	4.0238823742439586E-5	5.301943292215381E-5	0.9995629376389641	2.6484731581431708E-5	1.3155260783036637E-5	2.6440147883181928E-5	1.3127365101757991E-5	2.6514844591862225E-5	2.68608980981331E-5	2.6166343135707287E-5	1.3115685826855673E-5	3.9972266974021465E-5	1.3146113806703716E-5	1.3183811253949867E-5	1.3129785135117427E-5	1.3147701758426542E-5	1.3169105685693572E-5
29	29	7.951437645084657E-5	7.943142820009008E-5	3.9440524958940537E-5	1.2060473475713682E-4	1.5891107268640282E-4	0.04446117983162915	7.938065108308954E-5	3.9429252394516106E-5	7.924702378979877E-5	0.9542681923770077	7.947090649559756E-5	8.050810608181603E-5	7.84263698572735E-5	3.931063741899443E-5	1.1980580463535793E-4	3.9401836865137746E-5	3.951482452738265E-5	3.935289619236346E-5	3.94065963108304E-5	3.947074865751241E-5
